model_name,feature,importance,importance_type
logistic_regression,monthly_charges,0.9337600832546664,absolute_logistic_coefficient
logistic_regression,tenure,0.5648840550303378,absolute_logistic_coefficient
logistic_regression,gross_activity_revenue,0.5040402596586163,absolute_logistic_coefficient
logistic_regression,net_activity_revenue,0.4653381904374502,absolute_logistic_coefficient
logistic_regression,internet_service_fiber_optic,0.3619903164631972,absolute_logistic_coefficient
logistic_regression,contract_two_year,0.3039184582444884,absolute_logistic_coefficient
logistic_regression,monthly_charge_to_tenure_ratio,0.3036646998086532,absolute_logistic_coefficient
logistic_regression,internet_service_dsl,0.29688902116909804,absolute_logistic_coefficient
logistic_regression,customer_health_score,0.27452127261090226,absolute_logistic_coefficient
logistic_regression,total_charges_missing_flag,0.23522081546991616,absolute_logistic_coefficient
logistic_regression,primary_activity_country_usa,0.20227068147359478,absolute_logistic_coefficient
logistic_regression,tenure_segment_0_6_months,0.18526134935810393,absolute_logistic_coefficient
logistic_regression,total_charges_imputed,0.183689443867342,absolute_logistic_coefficient
logistic_regression,total_charges,0.1831392909736124,absolute_logistic_coefficient
logistic_regression,primary_activity_country_denmark,0.18249828988903155,absolute_logistic_coefficient
logistic_regression,is_month_to_month_contract,0.17767027907661384,absolute_logistic_coefficient
logistic_regression,contract_month_to_month,0.17767027907661384,absolute_logistic_coefficient
logistic_regression,streaming_tv_yes,0.1751512221607869,absolute_logistic_coefficient
logistic_regression,min_satisfaction_rating,0.1751245753844188,absolute_logistic_coefficient
logistic_regression,estimated_customer_lifetime_value,0.16193910044962362,absolute_logistic_coefficient
logistic_regression,streaming_movies_yes,0.1511267679018459,absolute_logistic_coefficient
logistic_regression,complaint_ticket_count,0.15084220924123834,absolute_logistic_coefficient
logistic_regression,high_priority_ticket_count,0.14737800339376536,absolute_logistic_coefficient
logistic_regression,primary_activity_country_hong_kong,0.14657742752219988,absolute_logistic_coefficient
logistic_regression,monthly_spend_per_invoice,0.1462142808709804,absolute_logistic_coefficient
logistic_regression,primary_activity_country_israel,0.14528902121961773,absolute_logistic_coefficient
logistic_regression,open_ticket_rate,0.1431276223377858,absolute_logistic_coefficient
logistic_regression,support_ticket_count,0.14033857847475653,absolute_logistic_coefficient
logistic_regression,low_satisfaction_ticket_count,0.1354741828471141,absolute_logistic_coefficient
logistic_regression,total_quantity,0.13505171567537405,absolute_logistic_coefficient
logistic_regression,multiple_lines_yes,0.12727337954768006,absolute_logistic_coefficient
logistic_regression,tenure_segment_49_plus_months,0.12213931834334327,absolute_logistic_coefficient
logistic_regression,multiple_lines_no,0.11901056452924222,absolute_logistic_coefficient
logistic_regression,primary_ticket_priority_high,0.1147203972533891,absolute_logistic_coefficient
logistic_regression,primary_activity_country_brazil,0.11402712976646767,absolute_logistic_coefficient
logistic_regression,refund_or_cancel_ticket_count,0.11387933717724691,absolute_logistic_coefficient
logistic_regression,primary_activity_country_greece,0.11359930328967313,absolute_logistic_coefficient
logistic_regression,primary_activity_country_singapore,0.11268668170307068,absolute_logistic_coefficient
logistic_regression,primary_activity_country_japan,0.11057827210333877,absolute_logistic_coefficient
logistic_regression,payment_risk_score,0.11047380654192333,absolute_logistic_coefficient
logistic_regression,active_day_count,0.1094742938284621,absolute_logistic_coefficient
logistic_regression,avg_invoice_value,0.10916857579877548,absolute_logistic_coefficient
logistic_regression,avg_support_mapping_confidence,0.10798885595274592,absolute_logistic_coefficient
logistic_regression,activity_frequency_score,0.10702000307193635,absolute_logistic_coefficient
logistic_regression,contract_one_year,0.10250909813827287,absolute_logistic_coefficient
logistic_regression,primary_activity_country_korea,0.09937295352058424,absolute_logistic_coefficient
logistic_regression,primary_activity_country_rsa,0.0974898533799912,absolute_logistic_coefficient
logistic_regression,complaints_per_tenure_month,0.09649925548043285,absolute_logistic_coefficient
logistic_regression,streaming_tv_no,0.09528684151651882,absolute_logistic_coefficient
logistic_regression,internet_service_no,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,online_security_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,online_backup_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,tech_support_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,device_protection_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,streaming_tv_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,streaming_movies_no_internet_service,0.09464170623297108,absolute_logistic_coefficient
logistic_regression,tenure_segment_25_48_months,0.09273325339528125,absolute_logistic_coefficient
logistic_regression,critical_ticket_count,0.09250840692964576,absolute_logistic_coefficient
logistic_regression,avg_satisfaction_rating,0.09116801330547498,absolute_logistic_coefficient
logistic_regression,critical_ticket_rate,0.08851057327654953,absolute_logistic_coefficient
logistic_regression,customer_value_segment_established_value,0.08627962542603695,absolute_logistic_coefficient
logistic_regression,primary_activity_country_iceland,0.08333431154936917,absolute_logistic_coefficient
logistic_regression,primary_ticket_priority_critical,0.08297723735758321,absolute_logistic_coefficient
logistic_regression,senior_citizen,0.0820109185520838,absolute_logistic_coefficient
logistic_regression,primary_activity_country_west_indies,0.08146288237105959,absolute_logistic_coefficient
logistic_regression,primary_activity_country_lithuania,0.0807126556850029,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_technical_issue,0.07787634557231754,absolute_logistic_coefficient
logistic_regression,primary_activity_country_eire,0.07671305359954562,absolute_logistic_coefficient
logistic_regression,primary_activity_country_poland,0.07476396200246092,absolute_logistic_coefficient
logistic_regression,primary_activity_country_norway,0.07370557588075319,absolute_logistic_coefficient
logistic_regression,tenure_segment_7_12_months,0.07349265180219154,absolute_logistic_coefficient
logistic_regression,primary_activity_country_thailand,0.07256952556838835,absolute_logistic_coefficient
logistic_regression,activity_monetary_score,0.07215944204435827,absolute_logistic_coefficient
logistic_regression,streaming_movies_no,0.07143269949172053,absolute_logistic_coefficient
logistic_regression,tech_support_no,0.06609746528049465,absolute_logistic_coefficient
logistic_regression,no_tech_support_flag,0.06609746528049465,absolute_logistic_coefficient
logistic_regression,activity_span_days,0.06562598325317547,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_billing_inquiry,0.06480338128771784,absolute_logistic_coefficient
logistic_regression,device_protection_yes,0.06223682115163953,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_product_inquiry,0.06066982771326227,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_cancellation_request,0.06062563146338401,absolute_logistic_coefficient
logistic_regression,primary_activity_country_cyprus,0.06056714325034378,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_refund_request,0.057249644733839686,absolute_logistic_coefficient
logistic_regression,avg_unit_price,0.05653306788403742,absolute_logistic_coefficient
logistic_regression,primary_activity_country_malta,0.055818631923240804,absolute_logistic_coefficient
logistic_regression,primary_activity_country_saudi_arabia,0.055170017338534175,absolute_logistic_coefficient
logistic_regression,paperless_billing_no,0.05337236761965109,absolute_logistic_coefficient
logistic_regression,paperless_billing_yes,0.053372367619608604,absolute_logistic_coefficient
logistic_regression,anonymous_activity_line_count,0.05282353441840443,absolute_logistic_coefficient
logistic_regression,primary_activity_country_australia,0.052344170266886765,absolute_logistic_coefficient
logistic_regression,primary_activity_country_austria,0.05228146977164194,absolute_logistic_coefficient
logistic_regression,customer_value_segment_low_value,0.05205060088880817,absolute_logistic_coefficient
logistic_regression,online_security_no,0.05086251648481942,absolute_logistic_coefficient
logistic_regression,no_online_security_flag,0.05086251648481942,absolute_logistic_coefficient
logistic_regression,complaint_frequency,0.05009083474452831,absolute_logistic_coefficient
logistic_regression,return_rate,0.048806326965671575,absolute_logistic_coefficient
logistic_regression,customer_value_segment_high_value,0.04568396328868458,absolute_logistic_coefficient
logistic_regression,primary_activity_country_portugal,0.044723522316496934,absolute_logistic_coefficient
logistic_regression,online_backup_no,0.04434551087774555,absolute_logistic_coefficient
logistic_regression,distinct_product_count,0.043566209893405664,absolute_logistic_coefficient
logistic_regression,primary_activity_country_canada,0.042162922994432396,absolute_logistic_coefficient
logistic_regression,primary_activity_country_switzerland,0.04201902110038949,absolute_logistic_coefficient
logistic_regression,support_to_tenure_ratio,0.03974453040929539,absolute_logistic_coefficient
logistic_regression,invoice_count,0.03685253530378848,absolute_logistic_coefficient
logistic_regression,activity_line_count,0.036536280895886876,absolute_logistic_coefficient
logistic_regression,return_amount,0.03592460929654144,absolute_logistic_coefficient
logistic_regression,online_backup_yes,0.035349369911826876,absolute_logistic_coefficient
logistic_regression,low_satisfaction_rate,0.035221089324866735,absolute_logistic_coefficient
logistic_regression,primary_activity_country_france,0.034418535129139324,absolute_logistic_coefficient
logistic_regression,primary_ticket_channel_social_media,0.03133056168135978,absolute_logistic_coefficient
logistic_regression,primary_activity_country_unspecified,0.02966027916936487,absolute_logistic_coefficient
logistic_regression,online_security_yes,0.029653612722304334,absolute_logistic_coefficient
logistic_regression,primary_ticket_channel_nan,0.028577570276538233,absolute_logistic_coefficient
logistic_regression,primary_ticket_priority_nan,0.028577570276538233,absolute_logistic_coefficient
logistic_regression,has_support_flag,0.028577570276538233,absolute_logistic_coefficient
logistic_regression,primary_ticket_type_nan,0.028577570276538233,absolute_logistic_coefficient
logistic_regression,primary_activity_country_netherlands,0.028422905592639283,absolute_logistic_coefficient
logistic_regression,primary_activity_country_sweden,0.028304223403209913,absolute_logistic_coefficient
logistic_regression,dependents_yes,0.028229560835015457,absolute_logistic_coefficient
logistic_regression,dependents_no,0.028229560835014,absolute_logistic_coefficient
logistic_regression,avg_activity_mapping_confidence,0.027714357998556923,absolute_logistic_coefficient
logistic_regression,primary_activity_country_united_kingdom,0.02683993202624855,absolute_logistic_coefficient
logistic_regression,return_line_count,0.02541506778944059,absolute_logistic_coefficient
logistic_regression,primary_ticket_channel_chat,0.023608549209165473,absolute_logistic_coefficient
logistic_regression,primary_ticket_priority_low,0.02355453805377744,absolute_logistic_coefficient
